LOINC_NUM	SYSTEM	SCALE_TYP	SOURCE	SURVEY_QUEST_SRC	UNITSREQUIRED	SHORTNAME	EXAMPLE_UCUM_UNITS
14694-4	Ser/Plas	Qn	OMH		Y	Norclomipramine SerPl-sCnc	nmol/L
14695-1	Ser/Plas	Qn	OMH		Y	Nordoxepin SerPl-sCnc	umol/L
1469-6	Ser/Plas	Qn	AT		Y	FSH 15M p 100 ug LRH IV SerPl-mCnc	ng/mL
14696-9	Stool	Qn	OMH		Y	Deuteropor Stl-sCnc	
14697-7	Ser/Plas	Qn	OMH		Y	Diazepam SerPl-sCnc	umol/L
14698-5	Ser/Plas	Qn	OMH		Y	Digoxin SerPl-sCnc	nmol/L
14851-0	Ser/Plas	Qn	OMH		Y	Norclozapine SerPl-sCnc	nmol/L
1485-2	Ser/Plas	Qn	DE		Y	Gastrin 15M p 0.2 U/kg SCT SerPl-mCnc	pg/mL
14852-8	Plas	Qn	OMH		Y	Norepineph Plas-sCnc	nmol/L
14853-6	Urine	Qn	OMH		Y	Norepineph Ur-sCnc	nmol/L
14854-4	Urine	Qn	OMH		Y	Norepineph 24H Ur-sRate	nmol/(24.h)
14855-1	Ser/Plas	Qn	OMH		Y	Norfluoxetine SerPl-sCnc	nmol/L
14856-9	Ser/Plas	Qn	OMH		Y	Nortrip SerPl-sCnc	umol/L
14857-7	Pericard fld	Qn	OMH		Y	WBC Other NFr Pcar Manual	%
14858-5	Plr fld	Qn	OMH		Y	WBC Other NFr Plr Manual	%
14859-3	Periton fld	Qn	OMH		Y	WBC Other NFr Prt Manual	%
15856-8	Ser	Ord	QST			Aedes mosquito IgE RAST Ql	
15857-6	Ser	Ord	QST			Moth IgE RAST Ql	
15858-4	Ser	Ord	QST			Med flour moth IgE RAST Ql	
1585-9	Ser/Plas	Qn	AT		Y	Lactose pre 12H fast SerPl-mCnc	mg/dL
15859-2	Ser	Ord	QST			Mouse Epith IgE RAST Ql	
158-6	Isolate	OrdQn	SH			Cephaloridine Islt KB	
15860-0	Ser	Ord	QST			Mouse Serum Prot IgE RAST Ql	
15861-8	Ser	Ord	QST			Mouse Urine Prot IgE RAST Ql	
15862-6	Ser	Ord	QST			M racemosus IgE RAST Ql	
15863-4	Ser	Ord	QST			Mugwort IgE RAST Ql	
15864-2	Ser	Ord	QST			White mulberry IgE RAST Ql	
15496-3	Ser	Ord	JTC			SIRSV Ab Ser Ql IF	
15497-1	Ser	Ord	JTC			PRV Ab Ser Ql EIA	
15498-9	Ser	Ord	JTC			PRV Ab Ser Ql LA	
15499-7	Ser	Qn	JTC		Y	PRV Ab Titr Ser Nt	{titer}
15500-2	Ser	Ord	JTC			PRV Clinease Ab Ser Ql EIA	
15501-0	Ser	Ord	JTC			PRV Herdcheck Ab Ser Ql EIA	
15502-8	Ser	Ord	JTC			PRV Omnimark Ab Ser Ql EIA	
1550-3	Ser/Plas	Qn	AT		Y	Glucose pre 12H fast SerPl-mCnc	mg/dL
15503-6	Ser	Ord	JTC			PRV Tolvid Ab Ser Ql EIA	
15504-4	Ser	Ord	JTC			S arizonae Ab Ser Ql Aggl	
15505-1	Ser	Ord	JTC			S pullorum Ab Ser Ql Aggl	
15506-9	Ser	Ord	JTC			S typhimur Ab Ser Ql Aggl	
15507-7	Emergency department	Doc	CJM				
15508-5	^Patient	Doc	CJM				
15509-3	Ambulance transport	Nom	CJM				
15631-5	Ser	Ord	QST			Deprecated Chestnut IgE RAST Ql	
15632-3	Ser	Ord	QST			Chestnut Poln IgE RAST Ql	
15633-1	Ser	Ord	QST			Chicken Feather IgE RAST Ql	
15634-9	Ser	Ord	QST			Chicken Meat IgE RAST Ql	
15635-6	Ser	Ord	QST			Chicory IgE RAST Ql	
1563-6	Ser/Plas	Qn	DE		Y	Insulin 2H p TBM IV SerPl-mCnc	
15775-0	Ser	Ord	QST			Shellbark Hickory IgE RAST Ql	
1577-6	Urine	Qn	DE		Y	17KGS 48H p 2 mg Dex 24H Ur-mRate	
15776-8	Ser	Ord	QST			White Hickory IgE RAST Ql	
15777-6	Ser	Ord	QST			Honey IgE RAST Ql	
15778-4	Ser	Ord	QST			Honeysuckle IgE RAST Ql	
15779-2	Ser	Ord	QST			Hop IgE RAST Ql	
157-8	Isolate	OrdQn	SH			Cephaloridine Islt MIC	
15780-0	Ser	Ord	QST			Hornbeam IgE RAST Ql	
15781-8	Ser	Ord	QST			Hornet IgE RAST Ql	
15782-6	Ser	Ord	QST			Whitefaced Hornet IgE RAST Ql	
15783-4	Ser	Ord	QST			Yellow Hornet IgE RAST Ql	
16108-3	Ser/Plas	Qn	QST		Y	17OHP 45M p 250 ug ACTH IM SerPl-mCnc	ng/dL
16109-1	Ser/Plas	Qn	QST		Y	Prolactin 2H p chal SerPl-mCnc	
16110-9	Urine	Qn	QST		Y	11DOC 24H Ur-mRate	ug/(24.h)
16111-7	Urine	Qn	QST		Y	Epineph+Nor 24H Ur-mRate	ug/(24.h)
16112-5	Tiss	Nom	QST			ERA Tiss-Imp	
1611-3	Ser/Plas	Qn	DE		Y	Prolactin 1H p TRH IV SerPl-mCnc	
16113-3	Tiss	Nom	QST			Progest Recep Tiss-Imp	
16114-1	Urine	Qn	QST		Y	Amitrip Ur-mCnc	ng/mL
16115-8	Tiss	Qn	QST		Y	Doxepin Tiss-mCnt	ng/g
16116-6	Urine	Qn	QST		Y	THcortisone 24H Ur-mRate	ug/(24.h)
16117-4	Ser	Qn	QST		Y	Bab microti IgG Titr Ser	{titer}
16776-7	Urine	Qn	LCA		Y	Diltiazem Ur-mCnc	
16777-5	Urine	Ord	LCA			DMA Ur Ql	
16778-3	Ser/Plas	Ord	LCA			Dinitrophenol SerPl Ql	
16779-1	Urine	Qn	LCA		Y	Dinitrophenol Ur-mCnc	
16780-9	Urine	Qn	LCA		Y	Disopyramide Ur-mCnc	
16781-7	Urine	Ord	LCA			Disulfiram Ur Ql	
1678-2	Ser	Qn	AF		Y	20OHP Ser-mCnc	
16782-5	Ser	Qn	LCA			Deprecated dsDNA Ab Ser Farr-aCnc	
16784-1	Urine	Qn	LCA		Y	Dopamine sp2 p chal Ur-mCnc	ug/L
16785-8	Urine	Qn	LCA		Y	Dopamine sp3 p chal Ur-mCnc	ug/L
16786-6	Urine	Qn	LCA		Y	Dopamine sp4 p chal Ur-mCnc	ug/L
14699-3	Gast fld	Ord	OMH			Diphenhyd+Dimenhyd Gast Ql	
14700-9	Ser/Plas	Ord	OMH			Diphenhyd+Dimenhyd SerPl Ql	
14701-7	Urine	Ord	OMH			Diphenhyd+Dimenhyd Ur Ql	
14702-5	Ser/Plas	Qn	OMH		Y	Disopyramide SerPl-sCnc	umol/L
14703-3	Ser/Plas	Qn	OMH		Y	Dopamine SerPl-sCnc	nmol/L
1470-4	Ser/Plas	Qn	AT		Y	FSH 1H p 100 ug LRH IV SerPl-mCnc	ng/mL
14704-1	Gast fld	Ord	OMH			Doxepin Gast Ql	
14705-8	Ser/Plas	Qn	OMH		Y	Doxepin SerPl-sCnc	umol/L
14706-6	Urine	Qn	OMH		Y	Doxepin Ur-sCnc	
14707-4	Ser/Plas	Qn	OMH		Y	Doxepin+Nor SerPl-sCnc	umol/L
14708-2	Ser	Qn	OMH		Y	Endomysium Ab Titr Ser	{titer}
14709-0	Bronchial	Qn	OMH		Y	Eosinophil NFr Bronch Manual	%
14710-8	Gast fld	Ord	OMH			Ephedrin+Pseudo Gast Ql	
14711-6	Plas	Qn	OMH		Y	Epineph Plas-sCnc	nmol/L
1471-2	Ser/Plas	Qn	DE		Y	FSH 1H p GnRH SerPl-mCnc	ng/mL
14712-4	Urine	Qn	OMH		Y	Epineph 24H Ur-sRate	nmol/(24.h)
14713-2	Pericard fld	Qn	OMH		Y	RBC # Pcar Manual	10*6/L
14714-0	Ser/Plas	Qn	OMH		Y	EPO SerPl-sCnc	
14715-7	Ser/Plas	Qn	OMH		Y	Estradiol SerPl-sCnc	pmol/L
14716-5	Ser/Plas	Qn	OMH		Y	Estriol SerPl-sCnc	nmol/L
14717-3	Urine	Qn	OMH		Y	Estriol Ur-sCnc	nmol/L
14718-1	Urine	Qn	OMH		Y	Estriol 24H Ur-sRate	
14719-9	Ser/Plas	Qn	OMH		Y	Ethanol SerPl-sCnc	mmol/L
1472-0	Ser/Plas	Qn	AT		Y	FSH 2H p 100 ug LRH IV SerPl-mCnc	ng/mL
14720-7	Ser/Plas	Qn	OMH		Y	Ethosuximide SerPl-sCnc	umol/L
14721-5	Ser/Plas	Qn	OMH		Y	Ethylene Glycol SerPl-sCnc	mmol/L
14722-3	Ser	Ord	OMH			ENA Ab Ser Ql	
14723-1	Ser/Plas	Qn	OMH		Y	Ferritin SerPl-sCnc	
14724-9	Bld	Nom	OMH			Ferritin Bld-Imp	
14725-6	Body fld	Nom	OMH			Body fld type	
14726-4	Ser/Plas	Qn	OMH		Y	Fluoride SerPl-sCnc	umol/L
14727-2	Gast fld	Ord	OMH			Fluoxetine Gast Ql	
14728-0	Ser/Plas	Qn	OMH		Y	Fluoxetine SerPl-sCnc	nmol/L
14729-8	Ser/Plas	Qn	OMH		Y	Flurazepam SerPl-sCnc	umol/L
14730-6	Ser/Plas	Qn	OMH		Y	Flurazepam+Desalkyl SerPl-sCnc	umol/L
14731-4	RBC	Qn	OMH		Y	Folate RBC-sCnc	nmol/L
14732-2	Ser/Plas	Qn	OMH		Y	Folate SerPl-sCnc	nmol/L
14733-0	Ser/Bld	Nom	OMH			Folate+Vit B12 SerBld-Imp	
14734-8	Urine	Qn	OMH		Y	FSH 24H Ur-sRate	
14735-5	Ser/Plas	Qn	OMH		Y	Gastrin 10M p 0.2 U/kg SCT SerPl-sCnc	
14755-3	Ser/Plas	Qn	OMH		Y	Glucose 1H p 50 g Lac PO SerPl-sCnc	mmol/L
14756-1	Ser/Plas	Qn	OMH		Y	Glucose 1H p Glc SerPl-sCnc	mmol/L
14757-9	Ser/Plas	Qn	OMH		Y	Glucose 2H p 100 g Glc PO SerPl-sCnc	mmol/L
14758-7	Ser/Plas	Qn	OMH		Y	Glucose 2H p 50 g Lac PO SerPl-sCnc	mmol/L
14759-5	Ser/Plas	Qn	OMH		Y	Glucose 2H p Glc SerPl-sCnc	mmol/L
14760-3	BldC	Qn	OMH		Y	Glucose 2H p meal BldC-sCnc	mmol/L
1476-1	Ser/Plas	Qn	AT		Y	FSH 75M p 100 ug LRH IV SerPl-mCnc	ng/mL
14761-1	Ser/Plas	Qn	OMH		Y	Glucose 2H p meal SerPl-sCnc	mmol/L
14762-9	Ser/Plas	Qn	OMH		Y	Glucose 30M p 50 g Lac PO SerPl-sCnc	mmol/L
14763-7	Ser/Plas	Qn	OMH		Y	Glucose 30M p Glc SerPl-sCnc	mmol/L
14764-5	Ser/Plas	Qn	OMH		Y	Glucose 3H p 100 g Glc PO SerPl-sCnc	mmol/L
14765-2	Ser/Plas	Qn	OMH		Y	Glucose 3H p Glc SerPl-sCnc	mmol/L
14766-0	Ser/Plas	Qn	OMH		Y	Glucose 4H p Glc SerPl-sCnc	mmol/L
14767-8	Ser/Plas	Qn	OMH		Y	Glucose 5H p Glc SerPl-sCnc	mmol/L
14768-6	Ser/Plas	Qn	OMH		Y	Glucose BS SerPl-sCnc	mmol/L
14769-4	Ser/Plas	Qn	OMH		Y	Glucose pre 12H fast SerPl-sCnc	mmol/L
14770-2	BldC	Qn	OMH		Y	Glucose p fast BldC Glucomtr-sCnc	mmol/L
14771-0	Ser/Plas	Qn	OMH		Y	Glucose p fast SerPl-sCnc	mmol/L
14772-8	Ser/Plas	Qn	OMH		Y	Gold SerPl-sCnc	umol/L
14773-6	Bronchial	Qn	OMH		Y	Granulocytes NFr Bronch Manual	%
14774-4	Ser/Plas	Qn	OMH		Y	Haloperidol SerPl-sCnc	nmol/L
14775-1	BldA	Qn	OMH		Y	Hgb BldA Oximetry-mCnc	g/L
14776-9	Plas	Qn	OMH		Y	Heptacarboxylate Plas-sCnc	nmol/L
14777-7	Stool	Qn	OMH		Y	Heptacarboxylate Stl-sCnc	
14787-6	XXX	Nom	OMH			Insect XXX Perm Mount	
14788-4	XXX	Nom	OMH			Worm+Insect XXX Rearing/Cult	
14789-2	XXX	Nom	OMH			Worm XXX Macro/micro Id	
147-9	Isolate+Ser	Qn	SH			Cefuroxime Parenter Titr SBT	{titer}
14790-0	XXX	Nom	OMH			Worm XXX Perm Mount	
14791-8	Gast fld	Ord	OMH			Imipramine+Desipr Gast Ql	
14792-6	Ser/Plas	Ord	OMH			Imipramine+Desipr SerPl Ql	
14793-4	Urine	Ord	OMH			Imipramine+Desipr Ur Ql	
14794-2	Ser/Plas	Qn	OMH		Y	Imipramine+Desipr SerPl-sCnc	umol/L
1479-5	Bld	Qn	AT		Y	Galactose 4.5H p 40 g Gal PO Bld-mCnc	
14795-9	Urine	Nom	OMH			BJ Protein Ur-Imp	
14796-7	Ser/Plas	Qn	OMH		Y	Insulin SerPl-sCnc	pmol/L
14797-5	Ser/Plas	Nom	OMH			Iron SerPl-Imp	
14798-3	Ser/Plas	Qn	OMH		Y	Iron SerPl-sCnc	umol/L
14799-1	Urine	Qn	OMH		Y	Iron 24H Ur-sRate	umol/d
14800-7	Ser/Plas	Qn	OMH		Y	TIBC SerPl-sCnc	umol/L
14801-5	Ser/Plas	Qn	OMH		Y	Iron Satn SFr SerPl	%
14802-3	Ser/Plas	Qn	OMH		Y	Isopropanol SerPl-sCnc	mmol/L
1480-3	Bld	Qn	AT		Y	Galactose 1H p 40 g Gal PO Bld-mCnc	
14803-1	Body fld	Qn	OMH		Y	LDH Fld L to P-cCnc	
14804-9	Ser/Plas	Qn	OMH		Y	LDH SerPl L to P-cCnc	
14805-6	Ser/Plas	Qn	OMH		Y	LDH SerPl P to L-cCnc	
14806-4	Dose	Qn	OMH		Y	Lactose PO Dose	g
14807-2	Bld	Qn	OMH		Y	Lead Bld-sCnc	umol/L
14808-0	Urine	Qn	OMH		Y	Lead Ur-sCnc	umol/L
14809-8	Urine	Qn	OMH		Y	Lead 24H Ur-sRate	umol/d
14816-3	Ser/Plas	Qn	OMH		Y	VLDL SerPl Elph-sCnc	
14817-1	Ser/Plas	Qn	OMH		Y	Lorazepam SerPl-sCnc	nmol/L
14818-9	Pericard fld	Qn	OMH		Y	Lymphocytes NFr Pcar Manual	%
14819-7	Bronchial	Qn	OMH		Y	Lymphocytes NFr Bronch Manual	%
14820-5	Plr fld	Qn	OMH		Y	Lymphocytes NFr Plr Manual	%
14821-3	Periton fld	Qn	OMH		Y	Lymphocytes NFr Prt Manual	%
14822-1	Synv fld	Qn	OMH		Y	Lymphocytes NFr Snv Manual	%
14823-9	Bronchial	Qn	OMH		Y	Macrophages NFr Bronch Manual	%
14824-7	Calculus	Ord	OMH			Magnesium Stone Ql	
14825-4	Ser/Plas	Qn	OMH		Y	Maprotiline SerPl-sCnc	umol/L
14826-2	Gast fld	Ord	OMH			Meperidine Gast Ql	
14827-0	Stool	Qn	OMH		Y	Mesopor Stl-sCnc	
14828-8	Pericard fld	Qn	OMH		Y	Mesothl Cell NFr Pcar Manual	%
1482-9	Bld	Qn	AT		Y	Galactose 30M p 40 g Gal PO Bld-mCnc	
14829-6	Plr fld	Qn	OMH		Y	Mesothl Cell NFr Plr Manual	%
14830-4	Periton fld	Qn	OMH		Y	Mesothl Cell NFr Prt Manual	%
14831-2	Urine	Qn	OMH		Y	Metaneph/Creat Ur-sRto	mmol/mol
14832-0	Urine	Qn	OMH		Y	MetanephS Ur-sCnc	umol/L
14833-8	Urine	Qn	OMH		Y	MetanephS 24H Ur-sRate	umol/d
14834-6	Gast fld	Ord	OMH			Methamphet Gast Ql	
14835-3	Ser/Plas	Qn	OMH		Y	Methanol SerPl-sCnc	mmol/L
14836-1	Ser/Plas	Qn	OMH		Y	MTX SerPl-sCnc	
1483-7	Urine	Qn	AT		Y	Galactose p 40 g PO 5H Ur-mRate	
14837-9	Ser/Plas	Qn	OMH		Y	Methsuximide SerPl-sCnc	umol/L
14838-7	Tiss	Ord	OMH			T gondii Tiss Ql Cult	
14839-5	Bld.buffy coat	Nom	OMH			Trypanos Buffy Coat Micro	
14840-3	CSF	Nom	OMH			Trypanos CSF Wet Prep	
14841-1	XXX	Nom	OMH			IH Stn XXX	
14842-9	XXX	Nom	OMH			Kinyoun IH Stn XXX	
14843-7	Gast fld	Ord	OMH			6MAM Gast Ql	
14844-5	Ser/Plas	Ord	OMH			6MAM SerPl Ql	
1484-5	Ser/Plas	Qn	DE		Y	Gastrin 10M p 0.2 U/kg SCT SerPl-mCnc	pg/mL
14845-2	Urine	Ord	OMH			Deprecated 6MAM Ur Ql	
14846-0	Ser/Plas	Qn	OMH		Y	NAPA SerPl-sCnc	umol/L
14847-8	Pericard fld	Qn	OMH		Y	Neutrophils NFr Pcar Manual	%
14848-6	Plr fld	Qn	OMH		Y	Neutrophils NFr Plr Manual	%
14849-4	Ser/Plas	Qn	OMH		Y	Nitrazepam SerPl-sCnc	nmol/L
14850-2	Urine	Qn	OMH		Y	Nitrazepam Ur-sCnc	
1486-0	Ser/Plas	Qn	DE		Y	Gastrin 20M p 0.2 U/kg SCT SerPl-mCnc	pg/mL
14860-1	Synv fld	Qn	OMH		Y	WBC Other NFr Snv Manual	%
14861-9	Calculus	Ord	OMH			Oxalate Stone Ql	
14862-7	Urine	Qn	OMH		Y	Oxalate 24H Ur-sRate	umol/d
14863-5	Gast fld	Ord	OMH			Oxycodone Gast Ql	
14864-3	BldCo	Qn	OMH		Y	pO2 BldCo	mm[Hg]
14865-0	Ser/Plas	Nom	OMH			PTH SerPl-Imp	
14866-8	Ser/Plas	Qn	OMH		Y	PTH-Intact SerPl-sCnc	pmol/L
14867-6	Ser/Plas	Qn	OMH		Y	Paroxetine SerPl-sCnc	nmol/L
14868-4	Plas/RBC	Nom	OMH			Path Report PlasRBC-Imp	
14869-2	Bld	Nom	OMH			Path Rev Bld -Imp	
148-7	Isolate	Qn	SH		Y	Cephalexin Islt MLC	
14870-0	Plas	Qn	OMH		Y	Pentacarboxylate Plas-sCnc	nmol/L
15098-7	Ser/Plas	Qn	CSCQ		Y	Amikacin Rand SerPl-sCnc	umol/L
1509-9	Urine	Qn	AT		Y	Glucose 1H p 75 g Glc PO Ur-mCnc	mg/dL
15099-5	Ser/Plas	Qn	CSCQ		Y	Amiodarone SerPl-sCnc	umol/L
15100-1	Ser/Plas	Qn	CSCQ		Y	Barbiturates SerPl-sCnc	umol/L
15101-9	Ser/Plas	Qn	CSCQ		Y	Chloramphen SerPl-sCnc	umol/L
15102-7	Ser/Plas	Qn	CSCQ		Y	Codeine SerPl-sCnc	umol/L
15103-5	Ser	Qn	CSCQ		Y	Cyclosporin Ser-sCnc	umol/L
15104-3	Ser/Plas	Qn	CSCQ		Y	Digitoxin SerPl-sCnc	umol/L
15348-6	Ser/Plas	Qn	QST		Y	ALP Liver 1 CFr SerPl	%
15349-4	Ser/Plas	Qn	QST		Y	ALP Liver 2 CFr SerPl	%
15350-2	Urine	Qn	QST		Y	Amylase 2H Ur-cRate	
15351-0	Bld	Ord	QST			Apo E-II Bld Ql	
15352-8	Bld	Ord	QST			Apo E-III Bld Ql	
15353-6	Bld	Ord	QST			Apo E-IV Bld Ql	
1535-4	Ser/Plas	Qn	DE		Y	Glucose 40M p .5 g/kg Glc IV SerPl-mCnc	mg/dL
15354-4	Tiss	Ord	QST			Bombesin Ag Tiss Ql ImStn	
15355-1	Ser/Plas	Qn	QST		Y	Estrone Sulfate SerPl-mCnc	pg/mL
15356-9	Urine	Qn	QST		Y	Globulins 24H Ur-mRate	mg/(24.h)
15357-7	Tiss	Qn	QST		Y	Iron Tiss-mCnt	
15358-5	Ser/Plas	Ord	QST			Macroamylase SerPl Ql	
15359-3	PPP	Qn	QST		Y	dRVV Tme Act/Nor PPP	%
15360-1	PPP	Ord	QST			dRVV Tme Act/Nor PPP Ql	
15361-9	PPP	Qn	QST		Y	aPTT imm 1:4 NP Time PPP	
15490-6	Ser	Ord	JTC			M synoviae Ab Ser Ql Aggl	
15491-4	Ser	Ord	JTC			M synoviae rRNA Ser Ql Prb	
15492-2	Ser	Ord	JTC			N caninum Ab Ser Ql EIA	
15493-0	Ser	Qn	JTC		Y	HPIV3 Ab Titr Ser HAI	{titer}
15494-8	Ser	Ord	JTC			P multoc Ab Ser Ql EIA	
1549-5	Ser/Plas	Qn	DE		Y	Glucose pre 100 g Glc PO SerPl-mCnc	mg/dL
15495-5	Ser	Ord	JTC			SIRSV Ab Ser Ql EIA	
15575-4	Ser	Ord	QST			Berlin Beetle IgE RAST Ql	
15576-2	Ser	Ord	QST			B-Lactalb IgE RAST Ql	
15577-0	Ser	Ord	QST			B-Lactoglob IgE RAST Ql	
1557-8	BldV	Qn	AT		Y	Glucose p fast BldV-mCnc	mg/dL
15578-8	Ser	Ord	QST			Deprecated Birch IgE RAST Ql	
15579-6	Ser	Ord	QST			Silver Birch IgE RAST Ql	
15580-4	Ser	Ord	QST			Blackberry IgE RAST Ql	
15581-2	Ser	Ord	QST			B tropicalis IgE RAST Ql	
15710-7	Ser	Ord	QST			Finch Feather IgE RAST Ql	
15711-5	Ser	Ord	QST			Douglas Fir IgE RAST Ql	
15712-3	Ser	Ord	QST			Firebush IgE RAST Ql	
15713-1	Ser	Ord	QST			Fiscus IgE RAST Ql	
15714-9	Ser	Ord	QST			Flea IgE RAST Ql	
15715-6	Ser	Ord	QST			Flounder IgE RAST Ql	
15716-4	Ser	Ord	QST			Black Fly IgE RAST Ql	
15717-2	Ser	Ord	QST			Horse Fly IgE RAST Ql	
15718-0	Ser	Ord	QST			Formaldehyde IgE RAST Ql	
1571-9	Ser/Plas	Qn	DE		Y	Insulin pre TBM IV SerPl-mCnc	
15719-8	Ser	Ord	QST			Fox IgE RAST Ql	
15720-6	Ser	Ord	QST			Meadow Foxtail IgE RAST Ql	
15721-4	Ser	Ord	QST			F culmorum IgE RAST Ql	
15722-2	Ser	Ord	QST			F moniliforme IgE RAST Ql	
15723-0	Ser	Ord	QST			F solani IgE RAST Ql	
15724-8	Ser	Ord	QST			Garlic IgE RAST Ql	
14871-8	Stool	Qn	OMH		Y	Pentacarboxylate Stl-sCnc	
14872-6	Urine	Qn	OMH		Y	Pentacarboxylate Ur-sCnc	
14873-4	BldCo	Qn	OMH			pH BldCo	[pH]
14874-2	Ser/Plas	Qn	OMH		Y	Phenobarb SerPl-sCnc	umol/L
14875-9	Ser/Plas	Qn	OMH		Y	Phe SerPl-sCnc	
14876-7	Gast fld	Ord	OMH			PPA Gast Ql	
14877-5	Ser/Plas	Qn	OMH		Y	Phenytoin SerPl-sCnc	umol/L
1487-8	Ser/Plas	Qn	DE		Y	Gastrin 25M p 0.2 U/kg SCT SerPl-mCnc	pg/mL
14878-3	Calculus	Ord	OMH			Phosphate Stone Ql	
14879-1	Ser/Plas	Qn	OMH		Y	Phosphate SerPl-sCnc	mmol/L
14880-9	Urine	Qn	OMH		Y	Deprecated Phosphate Ur-sCnc	mmol/L
14881-7	Urine	Qn	OMH		Y	Phosphate 24H Ur-sRate	mmol/(24.h)
14882-5	Urine	Qn	OMH		Y	PBG 24H Ur-sRate	
14883-3	Ser/Plas	Nom	OMH			Porphyrins SerPl-Imp	
14884-1	Stool	Nom	OMH			Porphyrins Stl-Imp	
14885-8	Urine	Qn	OMH		Y	Pregnanediol 24H Ur-sRate	
1488-6	Ser/Plas	Qn	DE		Y	Gastrin 30M p 0.2 U/kg SCT SerPl-mCnc	pg/mL
14886-6	Urine	Qn	OMH		Y	Pregnanetr 24H Ur-sRate	umol/d
14887-4	Ser/Plas	Qn	OMH		Y	Primidone SerPl-sCnc	umol/L
14888-2	Ser/Plas	Qn	OMH		Y	Procainamide SerPl-sCnc	umol/L
14889-0	Ser/Plas	Qn	OMH		Y	Procainamide+NAPA SerPl-sCnc	umol/L
14890-8	Ser/Plas	Qn	OMH		Y	Progest SerPl-sCnc	nmol/L
14891-6	Ser/Plas	Qn	OMH		Y	Propranolol SerPl-sCnc	umol/L
14892-4	Urine	Qn	OMH		Y	Propranolol Ur-sCnc	
14893-2	Urine	Qn	OMH		Y	Propranolol 24H Ur-sRate	
1489-4	Ser/Plas	Qn	DE		Y	Gastrin 5M p 0.2 u/kg SCT SerPl-mCnc	pg/mL
14894-0	Ser/Plas	Ord	OMH			Prop glycol SerPl Ql	
14895-7	Ser/Plas	Nom	OMH			Prot Pattern SerPl IFE-Imp	
14896-5	Urine	Nom	OMH			Prot Pattern Ur IFE-Imp	
14897-3	Plas	Qn	OMH			Deprecated Prot Plas-mCnc	g/dL
14898-1	Ser/Plas	Qn	OMH		Y	Protrip SerPl-sCnc	umol/L
1491-0	Urine	Qn	AT		Y	Glucose 30M p 100 g Glc PO Ur-mCnc	mg/dL
14910-4	Ser	Qn	OMH		Y	Serotonin Ser-sCnc	nmol/L
14911-2	Ser/Plas	Qn	OMH		Y	Sertraline SerPl-sCnc	nmol/L
14912-0	Bld	Qn	OMH		Y	Smudge Cells NFr Bld Manual	
14913-8	Ser/Plas	Qn	OMH		Y	Testost SerPl-sCnc	nmol/L
14914-6	Ser/Plas	Qn	OMH		Y	Testost Free SerPl-sCnc	pmol/L
14915-3	Ser/Plas	Qn	OMH		Y	Theophylline SerPl-sCnc	umol/L
14916-1	Ser/Plas	Qn	OMH		Y	Thiocyanate SerPl-sCnc	mmol/L
14917-9	Ser/Plas	Qn	OMH		Y	Thioridazine SerPl-sCnc	umol/L
14918-7	Ser/Plas	Qn	OMH		Y	Thyroglob SerPl-sCnc	pmol/L
14919-5	Ser	Ord	OMH			TSH BII Ser Ql	
14920-3	Ser/Plas	Qn	OMH		Y	T4 Free SerPl-sCnc	pmol/L
14921-1	Ser/Plas	Qn	OMH		Y	T4 SerPl-sCnc	nmol/L
14922-9	Ser	Qn	OMH		Y	T gondii IgA+IgE Ser EIA-aCnc	
14923-7	XXX	Qn	OMH		Y	T gondii Ab XXX-aCnc	
14924-5	Plas/RBC	Nar	OMH			Transf React PlasRBC-Imp	
14925-2	Ser/Plas	Qn	OMH		Y	Trazodone SerPl-sCnc	umol/L
14926-0	Ser/Plas	Qn	OMH		Y	Triazolam SerPl-sCnc	nmol/L
14927-8	Ser/Plas	Qn	OMH		Y	Trigl SerPl-sCnc	mmol/L
1492-8	Ser/Plas	Qn	DE		Y	Glucose 1.5H p .5 g/kg Glc IV SerPl-mCnc	mg/dL
14928-6	Ser/Plas	Qn	OMH		Y	T3Free SerPl-sCnc	pmol/L
14929-4	Ser/Plas	Qn	OMH		Y	T3Reverse SerPl-sCnc	nmol/L
14930-2	Ser/Plas	Qn	OMH		Y	T3 SerPl-sCnc	nmol/L
14931-0	Ser/Plas	Qn	OMH		Y	Trimipramine SerPl-sCnc	umol/L
14932-8	Calculus	Ord	OMH			Urate Stone Ql	
14933-6	Ser/Plas	Qn	OMH		Y	Urate SerPl-sCnc	umol/L
14934-4	Urine	Qn	OMH		Y	Urate Ur-sCnc	umol/L
14935-1	Urine	Qn	OMH		Y	Urate 24H Ur-sRate	mmol/(24.h)
1493-6	Ser/Plas	Qn	AT		Y	Glucose 1.5H p U/kg Ins IV SerPl-mCnc	mg/dL
14936-9	Dial fld prt	Qn	OMH		Y	Urea nit DiafP-sCnc	
14937-7	Ser/Plas	Qn	OMH		Y	BUN SerPl-sCnc	mmol/L
14938-5	Urine	Qn	OMH		Y	UUN Ur-sCnc	mmol/L
14939-3	Urine	Qn	OMH		Y	UUN 24H Ur-sRate	mmol/(24.h)
14940-1	Ser/Plas	Qn	OMH		Y	Uropor1 SerPl-sCnc	nmol/L
14941-9	Stool	Qn	OMH		Y	Uropor1 Stl-sCnc	
14942-7	Urine	Qn	OMH		Y	Uropor1 Ur-sCnc	
